0.025000 0.006381 0.000000
0.025000 0.009218 0.000000
0.025000 0.011980 0.000000
0.025000 0.014709 0.000000
0.025000 0.017423 0.000000
0.025000 0.020134 0.000000
0.025000 0.022833 0.000000
0.025000 0.025511 0.000000
0.025000 0.028178 0.000000
0.025000 0.030841 0.000000
0.025000 0.033503 0.000000
0.025000 0.036156 0.000000
0.025000 0.038799 0.000000
0.025000 0.041438 0.000000
0.025000 0.044075 0.000000
0.025000 0.046712 0.000000
0.025000 0.049343 0.000000
0.025000 0.051969 0.000000
0.025000 0.054593 0.000000
0.025000 0.057216 0.000000
0.025000 0.059839 0.000000
0.025000 0.062458 0.000000
0.025000 0.065075 0.000000
0.025000 0.067690 0.000000
0.025000 0.070305 0.000000
0.025000 0.072920 0.000000
0.025000 0.075533 0.000000
0.025000 0.078144 0.000000
0.025000 0.080755 0.000000
0.025000 0.083365 0.000000
0.025000 0.085976 0.000000
0.025000 0.088585 0.000000
0.025000 0.091193 0.000000
0.025000 0.093801 0.000000
0.025000 0.096409 0.000000
0.025000 0.099017 0.000000
0.025000 0.101624 0.000000
0.025000 0.104230 0.000000
0.025000 0.106837 0.000000
0.025000 0.109443 0.000000
0.025000 0.112049 0.000000
0.025000 0.114655 0.000000
0.025000 0.117260 0.000000
0.025000 0.119866 0.000000
0.025000 0.122471 0.000000
0.025000 0.125076 0.000000
0.025000 0.127681 0.000000
0.025000 0.130286 0.000000
0.025000 0.132891 0.000000
0.025000 0.135496 0.000000
0.025000 0.138101 0.000000
0.025000 0.140706 0.000000
0.025000 0.143310 0.000000
0.025000 0.145915 0.000000
0.025000 0.148519 0.000000
0.025000 0.151124 0.000000
0.025000 0.153728 0.000000
0.025000 0.156333 0.000000
0.025000 0.158937 0.000000
0.025000 0.161542 0.000000
0.025000 0.164146 0.000000
0.025000 0.166750 0.000000
0.025000 0.169355 0.000000
0.025000 0.171959 0.000000
0.025000 0.174564 0.000000
0.025000 0.177168 0.000000
0.025000 0.179772 0.000000
0.025000 0.182377 0.000000
0.025000 0.184981 0.000000
0.025000 0.187585 0.000000
0.025000 0.190190 0.000000
0.025000 0.192794 0.000000
0.025000 0.195398 0.000000
0.025000 0.198003 0.000000
0.025000 0.200607 0.000000
0.025000 0.203211 0.000000
0.025000 0.205816 0.000000
0.025000 0.208420 0.000000
0.025000 0.211025 0.000000
0.025000 0.213629 0.000000
0.025000 0.216233 0.000000
0.025000 0.218838 0.000000
0.025000 0.221442 0.000000
0.025000 0.224046 0.000000
0.025000 0.226651 0.000000
0.025000 0.229255 0.000000
0.025000 0.231859 0.000001
0.025000 0.234464 0.000001
0.025000 0.237068 0.000001
0.025000 0.239672 0.000002
0.025000 0.242277 0.000003
0.025000 0.244881 0.000004
0.025000 0.247485 0.000005
0.025000 0.250090 0.000007
0.025000 0.252694 0.000010
0.025000 0.255299 0.000014
0.025000 0.257903 0.000020
0.025000 0.260507 0.000027
0.025000 0.263112 0.000036
0.025000 0.265716 0.000048
0.025000 0.268320 0.000063
0.025000 0.270925 0.000083
0.025000 0.273529 0.000107
0.025000 0.276133 0.000138
0.025000 0.278738 0.000177
0.025000 0.281342 0.000224
0.025000 0.283946 0.000283
0.025000 0.286551 0.000353
0.025000 0.289155 0.000438
0.025000 0.291759 0.000541
0.025000 0.294364 0.000662
0.025000 0.296968 0.000805
0.025000 0.299572 0.000974
0.025000 0.300000 0.001170
