0.905000 0.006381 0.000000
0.905000 0.009218 0.000000
0.905000 0.011980 0.000000
0.905000 0.014709 0.000000
0.905000 0.017423 0.000000
0.905000 0.020134 0.000000
0.905000 0.022833 0.000000
0.905000 0.025511 0.000000
0.905000 0.028178 0.000000
0.905000 0.030841 0.000000
0.905000 0.033503 0.000000
0.905000 0.036156 0.000000
0.905000 0.038799 0.000000
0.905000 0.041438 0.000000
0.905000 0.044075 0.000000
0.905000 0.046712 0.000000
0.905000 0.049343 0.000000
0.905000 0.051969 0.000000
0.905000 0.054593 0.000000
0.905000 0.057216 0.000000
0.905000 0.059839 0.000000
0.905000 0.062458 0.000000
0.905000 0.065075 0.000000
0.905000 0.067690 0.000000
0.905000 0.070305 0.000000
0.905000 0.072920 0.000000
0.905000 0.075533 0.000000
0.905000 0.078144 0.000000
0.905000 0.080755 0.000000
0.905000 0.083365 0.000000
0.905000 0.085976 0.000000
0.905000 0.088585 0.000000
0.905000 0.091193 0.000000
0.905000 0.093801 0.000000
0.905000 0.096409 0.000000
0.905000 0.099017 0.000000
0.905000 0.101624 0.000000
0.905000 0.104230 0.000000
0.905000 0.106837 0.000000
0.905000 0.109443 0.000000
0.905000 0.112049 0.000000
0.905000 0.114655 0.000000
0.905000 0.117260 0.000000
0.905000 0.119866 0.000000
0.905000 0.122471 0.000000
0.905000 0.125076 0.000000
0.905000 0.127681 0.000000
0.905000 0.130286 0.000000
0.905000 0.132891 0.000000
0.905000 0.135496 0.000000
0.905000 0.138101 0.000000
0.905000 0.140706 0.000000
0.905000 0.143310 0.000000
0.905000 0.145915 0.000000
0.905000 0.148519 0.000000
0.905000 0.151124 0.000000
0.905000 0.153728 0.000000
0.905000 0.156333 0.000000
0.905000 0.158937 0.000000
0.905000 0.161542 0.000000
0.905000 0.164146 0.000000
0.905000 0.166750 0.000000
0.905000 0.169355 0.000000
0.905000 0.171959 0.000000
0.905000 0.174564 0.000000
0.905000 0.177168 0.000001
0.905000 0.179772 0.000001
0.905000 0.182377 0.000002
0.905000 0.184981 0.000003
0.905000 0.187585 0.000004
0.905000 0.190190 0.000007
0.905000 0.192794 0.000011
0.905000 0.195398 0.000017
0.905000 0.198003 0.000026
0.905000 0.200607 0.000040
0.905000 0.203211 0.000060
0.905000 0.205816 0.000088
0.905000 0.208420 0.000129
0.905000 0.211025 0.000186
0.905000 0.213629 0.000266
0.905000 0.216233 0.000376
0.905000 0.218838 0.000526
0.905000 0.221442 0.000728
0.905000 0.224046 0.000997
0.905000 0.226651 0.001353
0.905000 0.229255 0.001821
0.905000 0.231859 0.002428
0.905000 0.234464 0.003210
0.905000 0.237068 0.004209
0.905000 0.239672 0.005473
0.905000 0.242277 0.007062
0.905000 0.244881 0.009039
0.905000 0.247485 0.011479
0.905000 0.250090 0.014462
0.905000 0.252694 0.018075
0.905000 0.255299 0.022407
0.905000 0.257903 0.027546
0.905000 0.260507 0.033572
0.905000 0.263112 0.040555
0.905000 0.265716 0.048540
0.905000 0.268320 0.057548
0.905000 0.270925 0.067561
0.905000 0.273529 0.078522
0.905000 0.276133 0.090333
0.905000 0.278738 0.102854
0.905000 0.281342 0.115909
0.905000 0.283946 0.129299
0.905000 0.286551 0.142811
0.905000 0.289155 0.156229
0.905000 0.291759 0.169354
0.905000 0.294364 0.182005
0.905000 0.296968 0.194034
0.905000 0.299572 0.205325
0.905000 0.300000 0.215799
