0.145000 0.006381 0.000000
0.145000 0.009218 0.000000
0.145000 0.011980 0.000000
0.145000 0.014709 0.000000
0.145000 0.017423 0.000000
0.145000 0.020134 0.000000
0.145000 0.022833 0.000000
0.145000 0.025511 0.000000
0.145000 0.028178 0.000000
0.145000 0.030841 0.000000
0.145000 0.033503 0.000000
0.145000 0.036156 0.000000
0.145000 0.038799 0.000000
0.145000 0.041438 0.000000
0.145000 0.044075 0.000000
0.145000 0.046712 0.000000
0.145000 0.049343 0.000000
0.145000 0.051969 0.000000
0.145000 0.054593 0.000000
0.145000 0.057216 0.000000
0.145000 0.059839 0.000000
0.145000 0.062458 0.000000
0.145000 0.065075 0.000000
0.145000 0.067690 0.000000
0.145000 0.070305 0.000000
0.145000 0.072920 0.000000
0.145000 0.075533 0.000000
0.145000 0.078144 0.000000
0.145000 0.080755 0.000000
0.145000 0.083365 0.000000
0.145000 0.085976 0.000000
0.145000 0.088585 0.000000
0.145000 0.091193 0.000000
0.145000 0.093801 0.000000
0.145000 0.096409 0.000000
0.145000 0.099017 0.000000
0.145000 0.101624 0.000000
0.145000 0.104230 0.000000
0.145000 0.106837 0.000000
0.145000 0.109443 0.000000
0.145000 0.112049 0.000000
0.145000 0.114655 0.000000
0.145000 0.117260 0.000000
0.145000 0.119866 0.000000
0.145000 0.122471 0.000000
0.145000 0.125076 0.000000
0.145000 0.127681 0.000000
0.145000 0.130286 0.000000
0.145000 0.132891 0.000000
0.145000 0.135496 0.000000
0.145000 0.138101 0.000000
0.145000 0.140706 0.000000
0.145000 0.143310 0.000000
0.145000 0.145915 0.000000
0.145000 0.148519 0.000000
0.145000 0.151124 0.000000
0.145000 0.153728 0.000000
0.145000 0.156333 0.000000
0.145000 0.158937 0.000000
0.145000 0.161542 0.000001
0.145000 0.164146 0.000001
0.145000 0.166750 0.000002
0.145000 0.169355 0.000003
0.145000 0.171959 0.000005
0.145000 0.174564 0.000008
0.145000 0.177168 0.000013
0.145000 0.179772 0.000019
0.145000 0.182377 0.000028
0.145000 0.184981 0.000040
0.145000 0.187585 0.000057
0.145000 0.190190 0.000080
0.145000 0.192794 0.000111
0.145000 0.195398 0.000152
0.145000 0.198003 0.000205
0.145000 0.200607 0.000273
0.145000 0.203211 0.000361
0.145000 0.205816 0.000470
0.145000 0.208420 0.000606
0.145000 0.211025 0.000774
0.145000 0.213629 0.000979
0.145000 0.216233 0.001225
0.145000 0.218838 0.001520
0.145000 0.221442 0.001869
0.145000 0.224046 0.002278
0.145000 0.226651 0.002755
0.145000 0.229255 0.003305
0.145000 0.231859 0.003936
0.145000 0.234464 0.004652
0.145000 0.237068 0.005461
0.145000 0.239672 0.006368
0.145000 0.242277 0.007378
0.145000 0.244881 0.008496
0.145000 0.247485 0.009725
0.145000 0.250090 0.011070
0.145000 0.252694 0.012531
0.145000 0.255299 0.014113
0.145000 0.257903 0.015815
0.145000 0.260507 0.017638
0.145000 0.263112 0.019583
0.145000 0.265716 0.021647
0.145000 0.268320 0.023830
0.145000 0.270925 0.026128
0.145000 0.273529 0.028541
0.145000 0.276133 0.031064
0.145000 0.278738 0.033693
0.145000 0.281342 0.036425
0.145000 0.283946 0.039254
0.145000 0.286551 0.042178
0.145000 0.289155 0.045189
0.145000 0.291759 0.048284
0.145000 0.294364 0.051457
0.145000 0.296968 0.054703
0.145000 0.299572 0.058017
0.145000 0.300000 0.061393
